threshold,tp,fp,fn,tn,precision,recall,f1,fn_loss,fp_loss,total_cost,savings
0.17108521303258145,3692,34229,372,79815,0.09736030167980803,0.9084645669291339,0.1758723353578659,4034789.9349999996,115238394.483,119273184.418,-61332765.857999995
0.17358646616541354,3686,33783,378,80261,0.09837465638260963,0.906988188976378,0.1774974116967231,4079357.59,113971710.83,118051068.42,-60110649.86
0.1760877192982456,3680,33349,384,80695,0.09938156579977855,0.905511811023622,0.1791059304504417,4116308.3949999996,112579138.69800001,116695447.09300001,-58755028.53300001
0.17858897243107769,3674,32931,390,81113,0.1003688020762191,0.9040354330708661,0.1806781578106174,4154317.28,111260941.234,115415258.514,-57474839.953999996
0.18109022556390977,3668,32501,396,81543,0.10141281207664021,0.9025590551181102,0.18233788183829194,4211508.03,109945578.463,114157086.493,-56216667.933
0.18359147869674186,3660,32083,404,81961,0.10239767227149373,0.9005905511811023,0.18388725601024947,4303337.82,108537414.10900001,112840751.92900002,-54900333.36900002
0.18609273182957392,3653,31658,411,82386,0.10345218203959106,0.8988681102362205,0.18554920634920632,4549453.569999999,107117732.22600001,111667185.796,-53726767.236
0.188593984962406,3643,31254,421,82790,0.10439292775883313,0.8964074803149606,0.18700752034085366,4656401.725,105739031.854,110395433.579,-52455015.018999994
0.1910952380952381,3635,30868,429,83176,0.10535315769643219,0.8944389763779528,0.18850312443280523,4742976.56,104406444.875,109149421.435,-51209002.875
0.19359649122807018,3632,30482,432,83562,0.1064665533212171,0.8937007874015748,0.1902666457121903,4758801.195,103290941.81,108049743.005,-50109324.44499999
0.19609774436090224,3628,30112,436,83932,0.1075281564908121,0.8927165354330708,0.19193736112580678,4793006.405,102241305.98400001,107034312.38900001,-49093893.82900001
0.19859899749373433,3623,29750,441,84294,0.10856081263296677,0.891486220472441,0.19355183374736226,4853415.76,100965647.66500002,105819063.42500003,-47878644.865000024
0.20110025062656642,3620,29392,444,84652,0.10965709438991882,0.890748031496063,0.19527457115114896,4876700.76,99776700.262,104653401.022,-46712982.462
0.20360150375939848,3615,29041,449,85003,0.11069941205291524,0.8895177165354331,0.1968954248366013,5005797.765000001,98426425.421,103432223.186,-45491804.626
0.20610275689223057,3609,28638,455,85406,0.11191738766396875,0.8880413385826772,0.19878273801327423,5072585.61,97003823.32300001,102076408.93300001,-44135990.37300001
0.20860401002506265,3605,28291,459,85753,0.1130235766240281,0.8870570866141733,0.20050055617352613,5099661.36,95808972.14,100908633.5,-42968214.94
0.21110526315789474,3600,27959,464,86085,0.11407205551506702,0.8858267716535433,0.20211661005530135,5133422.109999999,94631818.33,99765240.44,-41824821.879999995
0.2136065162907268,3592,27619,472,86425,0.11508762936144308,0.8838582677165354,0.203656980864635,5187104.58,93592683.963,98779788.543,-40839369.982999995
0.2161077694235589,3582,27291,482,86753,0.11602371003789719,0.8813976377952756,0.2050548129490225,5316591.08,92452191.26700002,97768782.34700002,-39828363.787000015
0.21860902255639098,3577,26974,487,87070,0.11708291054302641,0.8801673228346457,0.20667340748230537,5508091.175,91550790.818,97058881.993,-39118463.433
0.22111027568922306,3568,26679,496,87365,0.11796211194498628,0.8779527559055118,0.20797994812159368,5575302.675,90634678.444,96209981.119,-38269562.559
