t_low,t_high,fraud_loss,customer_loss,op_cost,total_cost,savings,effective_recall,n_challenged,n_blocked,challenge_rate,block_rate,legit_challenged,legit_blocked
0.08,0.24,2043269.70725,138505464.00024998,180940.0,140729673.70749998,-82789255.14749998,0.9510826771653543,36188,28037,0.3063975344599858,0.23738442781183325,35796,24505
0.08,0.26,2113658.00825,128868703.2701,191310.0,131173671.27835,-73233252.71835,0.9497908464566929,38262,25963,0.32395773359975616,0.21982422867206286,37835,22466
0.08,0.28,2207698.841,119475998.47649997,201035.0,121884732.31749998,-63944313.75749998,0.9481668307086614,40207,24018,0.3404257120601483,0.20335625021167067,39736,20565
0.08,0.30000000000000004,2334640.90025,111955249.29542999,209565.0,114499455.19567999,-56559036.63567999,0.9463213582677165,41913,22312,0.3548701188742507,0.18891184339756834,41392,18909
0.08,0.32,2533592.141,104087164.74581,217595.0,106838351.88681,-48897933.32681,0.9438853346456693,43519,20706,0.36846784299116064,0.17531411928065838,42932,17369
0.08,0.34,2643545.5107500004,97185346.36819999,224965.0,100053856.87894998,-42113438.31894998,0.9421875000000001,44993,19232,0.3809479459477766,0.1628340163240424,44360,15941
0.08,0.36000000000000004,2764849.454,91232528.67871,231295.0,94228673.13271,-36288254.57270999,0.9404527559055118,46259,17966,0.3916669488942324,0.15211501337758662,45579,14722
0.08,0.38,2838818.837,85862483.70839998,237115.0,88938417.54539998,-30997998.985399976,0.9390501968503937,47423,16802,0.40152233548955196,0.14225962678226708,46705,13596
0.08,0.4,2923164.26675,80803938.61467,242635.0,83969737.88141999,-26029319.321419984,0.9372785433070866,48527,15698,0.410869712466556,0.13291224980526298,47761,12540
0.08,0.42000000000000004,3044992.0962500004,76740614.86468,247510.0,80033116.96093,-22092698.400930002,0.9354699803149606,49502,14723,0.4191248687641819,0.12465709350763708,48687,11614
